OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
948,8325830,NO ERROR,-86.79,36.17,0.34,4/4/2003
949,8792720,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2003
950,8225198,NO ERROR,-86.76,36.15,15.94,8/9/2003
951,8201614,NO ERROR,-86.77,36.18,13.32,8/31/2003
952,8509901,NO ERROR,-90.05,35.14,11.63,8/28/2003
953,8242309,NO ERROR,-82.13,36.55,1.95,12/2/2003
954,8753625,NO ERROR,-89.99,35.02,6.77,8/3/2003
955,7442194,NO ERROR,-84.13,36.10,15.42,12/18/2004
956,8796790,NO ERROR,-87.41,36.58,19.33,11/17/2003
957,8229419,ROUTE NOT FOUND,0.00,0.00,0.00,9/25/2003
958,8273368,ROUTE NOT FOUND,0.00,0.00,0.00,10/12/2003
959,8523966,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2003
960,8201277,NO ERROR,-86.74,36.14,20.01,5/25/2003
961,8511584,NO ERROR,-89.94,35.02,1.63,3/21/2003
962,8517556,NO ERROR,-86.76,36.15,19.15,6/29/2003
963,8251144,ROUTE NOT FOUND,0.00,0.00,0.00,10/22/2003
964,8754945,ROUTE NOT FOUND,0.00,0.00,0.00,2/7/2003
965,8217779,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2003
966,7460761,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2004
967,8451127,NO ERROR,-83.29,36.21,9.28,9/4/2003
968,8415942,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2003
969,8717407,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2003
970,8668447,ROUTE NOT FOUND,0.00,0.00,0.00,10/25/2003
971,8359963,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2003
972,8311977,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2003
973,8294729,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2003
974,8699904,NO ERROR,-83.51,35.72,16.08,5/6/2003
975,8540638,NO ERROR,-85.77,35.68,13.00,12/11/2003
976,8324405,ROUTE NOT FOUND,0.00,0.00,0.00,3/23/2003
977,8265884,ROUTE NOT FOUND,0.00,0.00,0.00,11/12/2003
978,8782185,ROUTE NOT FOUND,0.00,0.00,0.00,2/19/2003
979,8223019,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2003
980,8201055,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2003
981,8509280,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2003
982,8236278,ROUTE NOT FOUND,0.00,0.00,0.00,9/30/2003
983,8749674,NO ERROR,-85.20,35.02,0.60,3/28/2003
984,7425967,NO ERROR,-82.16,36.37,5.20,4/3/2004
985,8448863,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2003
986,8321393,NO ERROR,-86.80,36.16,11.55,5/21/2003
987,7550324,ROUTE NOT FOUND,0.00,0.00,0.00,7/23/2004
988,8394646,NO ERROR,-84.59,35.44,10.90,10/29/2003
989,8716128,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2003
990,8615765,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2003
991,8338508,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2003
992,8450098,NO ERROR,-87.40,36.57,18.20,2/13/2003
993,8323886,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2003
994,7571327,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2004
995,8408153,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2003
996,8716659,NO ERROR,-89.99,35.11,9.99,8/31/2003
997,8620002,NO ERROR,-88.25,35.14,6.48,6/21/2003
998,8344547,ROUTE NOT FOUND,0.00,0.00,0.00,12/19/2003
999,8310232,ROUTE NOT FOUND,0.00,0.00,0.00,2/13/2003
1000,8293500,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2003
1001,8683797,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2003
1002,8538917,ROUTE NOT FOUND,0.00,0.00,0.00,11/21/2003
1003,8256283,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
1004,8780262,ROUTE NOT FOUND,0.00,0.00,0.00,1/28/2003
1005,8222111,NO ERROR,-86.79,36.15,16.75,6/2/2003
1006,8200854,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2003
1007,8506921,NO ERROR,-90.04,35.18,14.44,4/28/2003
1008,8722602,ROUTE NOT FOUND,0.00,0.00,0.00,1/19/2003
1009,8746335,ROUTE NOT FOUND,0.00,0.00,0.00,2/10/2003
1010,7319749,NO ERROR,-85.51,36.07,17.80,1/24/2004
1011,8448371,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2003
1012,8318968,ROUTE NOT FOUND,0.00,0.00,0.00,3/3/2003
1013,7528393,ROUTE NOT FOUND,0.00,0.00,0.00,6/10/2004
1014,8384275,NO ERROR,-82.91,36.17,10.84,3/18/2003
1015,8714558,NO ERROR,-90.03,35.13,12.82,7/7/2003
1016,8612534,NO ERROR,-83.98,35.96,9.22,4/7/2003
1017,8331117,ROUTE NOT FOUND,0.00,0.00,0.00,7/18/2003
1018,8801409,ROUTE NOT FOUND,0.00,0.00,0.00,3/31/2003
1019,8290210,ROUTE NOT FOUND,0.00,0.00,0.00,9/2/2003
1020,8677466,NO ERROR,-83.99,35.94,14.90,11/15/2003
1021,8533093,NO ERROR,-86.26,36.34,2.60,9/26/2003
1022,8200801,NO ERROR,-86.78,36.15,17.88,8/25/2003
1023,8514060,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2003
1024,8522871,NO ERROR,-86.73,36.08,6.85,12/27/2003
1025,8254018,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2003
1026,8765956,ROUTE NOT FOUND,0.00,0.00,0.00,5/18/2003
1027,8219651,NO ERROR,-86.64,36.06,16.49,9/24/2003
1028,8458205,NO ERROR,-83.93,35.96,18.08,4/19/2003
1029,8292364,ROUTE NOT FOUND,0.00,0.00,0.00,11/24/2003
1030,8679395,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2003
1031,8536944,NO ERROR,-85.23,35.08,7.59,9/9/2003
1032,8200758,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2003
1033,8516668,NO ERROR,-86.80,36.15,16.47,10/31/2003
1034,8255003,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2003
1035,8767135,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2003
1036,8220578,ROUTE NOT FOUND,0.00,0.00,0.00,10/15/2003
1037,8460920,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2003
1038,8200637,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2003
1039,8444877,NO ERROR,-85.46,35.75,14.23,9/20/2003
1040,8505826,NO ERROR,-89.99,35.13,1.57,3/24/2003
1041,8721109,NO ERROR,-90.02,35.12,8.38,11/1/2003
1042,8738105,ROUTE NOT FOUND,0.00,0.00,0.00,1/5/2003
1043,7281258,NO ERROR,-88.95,36.32,0.10,9/28/2004
1044,8316906,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2003
1045,7519447,NO ERROR,-90.03,35.03,2.74,3/3/2004
1046,8376787,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2003
1047,8704720,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2003
1048,8611156,NO ERROR,-85.20,35.02,0.55,7/14/2003
1049,8326500,NO ERROR,-86.73,36.08,7.40,9/16/2003
1050,8799807,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2003
1051,8233508,NO ERROR,-83.73,36.03,0.44,11/25/2003
1052,8288087,NO ERROR,-82.18,36.58,9.00,10/16/2003
1053,8673590,NO ERROR,-88.33,36.32,12.25,6/20/2003
1054,8530089,NO ERROR,-86.76,36.15,18.94,9/16/2003
1055,8200289,NO ERROR,-86.75,36.11,1.19,6/17/2003
1056,8512312,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2003
1057,8518248,NO ERROR,-86.71,36.26,18.53,10/13/2003
1058,8251733,ROUTE NOT FOUND,0.00,0.00,0.00,9/17/2003
1059,8762412,ROUTE NOT FOUND,0.00,0.00,0.00,10/7/2003
1060,8218682,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2003
1061,7496770,ROUTE NOT FOUND,0.00,0.00,0.00,1/13/2004
1062,8454067,ROUTE NOT FOUND,0.00,0.00,0.00,8/22/2003
1063,8430063,NO ERROR,-90.03,35.22,17.41,7/19/2003
1064,8718143,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2003
1065,8722625,ROUTE NOT FOUND,0.00,0.00,0.00,3/31/2003
1066,8671635,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2003
1067,8312980,ROUTE NOT FOUND,0.00,0.00,0.00,5/6/2003
1068,8295577,NO ERROR,-89.93,35.07,5.49,5/18/2003
1069,7509909,NO ERROR,-90.02,35.02,4.90,5/8/2004
1070,8441212,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
1071,8719613,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2003
1072,8728023,NO ERROR,-86.41,35.86,15.40,4/19/2003
1073,8860810,NO ERROR,-82.56,36.55,10.07,1/28/2003
1074,8314076,NO ERROR,-89.99,35.11,9.84,4/25/2003
1075,8298410,NO ERROR,-89.93,35.18,19.15,5/30/2003
1076,7510933,ROUTE NOT FOUND,0.00,0.00,0.00,1/31/2004
1077,8702492,ROUTE NOT FOUND,0.00,0.00,0.00,5/15/2003
1078,8608096,ROUTE NOT FOUND,0.00,0.00,0.00,3/7/2003
1079,8325905,NO ERROR,-86.77,36.19,13.54,3/14/2003
1080,8793848,NO ERROR,-88.24,35.22,22.36,2/14/2003
1081,8216508,NO ERROR,-86.69,36.09,4.73,6/27/2003
1082,8228742,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2003
1083,8268074,ROUTE NOT FOUND,0.00,0.00,0.00,11/20/2003
1084,8213384,NO ERROR,-85.32,35.02,6.25,5/31/2003
1085,8200060,NO ERROR,-86.67,36.05,23.29,5/29/2003
1086,8511284,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
1087,8250905,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2003
1088,8754598,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2003
1089,7444913,NO ERROR,-84.46,35.60,2.87,1/27/2004
1090,8450645,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2003
1091,7579637,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2004
1092,8409818,NO ERROR,-88.85,36.36,3.24,11/18/2003
1093,8717143,ROUTE NOT FOUND,0.00,0.00,0.00,1/15/2003
1094,8667849,ROUTE NOT FOUND,0.00,0.00,0.00,9/8/2003
1095,8349742,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2003
1096,8311327,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2003
1097,8294333,ROUTE NOT FOUND,0.00,0.00,0.00,7/4/2003
1098,8685877,NO ERROR,-83.98,36.00,5.78,7/18/2003
1099,8540132,NO ERROR,-85.77,35.68,2.20,12/30/2003
1100,8257510,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2003
1101,8780458,NO ERROR,-89.99,35.11,0.09,3/27/2003
1102,8222664,NO ERROR,-86.79,36.16,17.07,8/5/2003
1103,8467206,NO ERROR,-90.01,35.12,11.95,5/18/2004
1104,8325768,NO ERROR,-86.77,36.15,18.39,2/3/2004
1105,8049537,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2004
1106,8567170,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2004
1107,7940728,NO ERROR,-87.29,36.60,26.23,10/18/2004
1108,8256443,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2004
1109,7849764,NO ERROR,-86.80,36.14,7.48,4/27/2004
1110,7919527,NO ERROR,-89.98,35.14,1.53,2/21/2004
1111,8536598,NO ERROR,-85.16,35.05,18.56,2/9/2004
1112,7921386,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2004
1113,8220519,NO ERROR,-86.78,36.16,17.49,4/17/2004
1114,8502960,ROUTE NOT FOUND,0.00,0.00,0.00,12/3/2004
1115,8173631,ROUTE NOT FOUND,0.00,0.00,0.00,3/9/2004
1116,8563676,NO ERROR,-90.02,35.13,9.30,1/29/2004
1117,8036104,ROUTE NOT FOUND,0.00,0.00,0.00,3/19/2004
1118,8167216,NO ERROR,-86.73,36.08,2.45,2/25/2004
1119,8110389,ROUTE NOT FOUND,0.00,0.00,0.00,4/6/2004
1120,8472432,ROUTE NOT FOUND,0.00,0.00,0.00,4/15/2004
1121,8383772,NO ERROR,-82.94,36.27,11.95,4/15/2004
1122,8093909,ROUTE NOT FOUND,0.00,0.00,0.00,9/22/2004
1123,8551443,NO ERROR,-83.91,35.98,21.01,10/12/2004
1124,7988438,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2004
1125,7962646,NO ERROR,-90.00,35.14,1.09,3/26/2004
1126,8435422,ROUTE NOT FOUND,0.00,0.00,0.00,1/5/2004
1127,8305287,NO ERROR,-84.07,35.55,18.30,1/5/2004
1128,8565020,NO ERROR,-90.04,35.17,14.19,3/18/2004
1129,7929433,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2004
1130,8253135,ROUTE NOT FOUND,0.00,0.00,0.00,1/4/2004
1131,7842681,NO ERROR,-85.37,35.02,2.88,2/14/2004
1132,8181070,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2004
1133,7919420,NO ERROR,-89.89,35.21,1.64,4/26/2004
1134,8524220,NO ERROR,-86.78,36.16,12.56,10/22/2004
1135,8483906,NO ERROR,-86.73,36.08,6.85,12/7/2004
1136,8209556,NO ERROR,-86.62,36.57,12.00,2/5/2004
1137,8496907,NO ERROR,-83.91,35.98,20.62,8/29/2004
1138,8170485,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2004
1139,8559378,NO ERROR,-82.57,36.59,13.01,6/21/2004
1140,8031659,NO ERROR,-89.65,35.21,15.50,9/11/2004
1141,8164352,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2004
1142,8104583,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2004
1143,8470921,NO ERROR,-90.04,35.16,12.06,5/19/2004
1144,8534125,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2004
1145,8219499,NO ERROR,-86.74,36.10,8.78,9/27/2004
1146,8500530,NO ERROR,-83.94,35.96,18.02,11/7/2004
1147,8171184,NO ERROR,-86.74,36.10,8.53,5/5/2004
1148,8562007,ROUTE NOT FOUND,0.00,0.00,0.00,3/18/2004
1149,8033203,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2004
1150,8165461,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2004
1151,8106916,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2004
1152,8471522,ROUTE NOT FOUND,0.00,0.00,0.00,7/6/2004
1153,8354615,NO ERROR,-85.26,35.03,11.85,3/28/2004
1154,8085109,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2004
1155,8265283,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2004
1156,7960574,NO ERROR,-89.93,35.19,20.00,1/10/2004
1157,8424852,NO ERROR,-83.59,35.80,10.08,6/22/2004
1158,8302809,NO ERROR,-82.41,36.15,0.69,4/16/2004
1159,8564562,ROUTE NOT FOUND,0.00,0.00,0.00,2/21/2004
1160,8547809,NO ERROR,-84.00,35.94,14.21,5/5/2004
1161,8282032,ROUTE NOT FOUND,0.00,0.00,0.00,10/20/2004
1162,7925765,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2004
1163,8250483,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2004
1164,7810957,NO ERROR,-84.58,35.41,13.00,10/5/2004
1165,8179760,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2004
1166,7919263,NO ERROR,-89.97,35.08,8.57,3/14/2004
1167,8152663,NO ERROR,-86.78,36.12,6.11,3/20/2004
1168,8523138,NO ERROR,-86.72,36.07,6.03,3/2/2004
1169,8481522,NO ERROR,-86.84,36.15,13.62,5/24/2004
1170,8198615,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2004
1171,8490852,ROUTE NOT FOUND,0.00,0.00,0.00,12/10/2004
1172,8556951,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2004
1173,8013563,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2004
1174,8162676,NO ERROR,-86.78,36.16,12.31,1/5/2004
1175,8102511,NO ERROR,-86.88,36.49,9.47,4/5/2004
1176,8468154,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2004
1177,8332714,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2004
1178,8061287,NO ERROR,-89.93,35.20,20.12,7/16/2004
1179,8262848,ROUTE NOT FOUND,0.00,0.00,0.00,12/3/2004
1180,7809868,ROUTE NOT FOUND,0.00,0.00,0.00,3/16/2004
1181,7952358,ROUTE NOT FOUND,0.00,0.00,0.00,7/2/2004
1182,8405191,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2004
1183,8288281,NO ERROR,-82.19,36.58,15.70,5/23/2004
1184,7919258,NO ERROR,-90.02,35.20,0.60,2/3/2004
1185,8540244,NO ERROR,-85.91,35.75,16.32,7/13/2004
1186,8265943,NO ERROR,-89.91,35.22,22.14,4/10/2004
1187,8336409,NO ERROR,-89.72,35.56,15.10,4/16/2004
1188,8072673,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2004
1189,8263495,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2004
1190,7959294,NO ERROR,-90.07,35.02,2.28,1/23/2004
1191,8408056,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2004
1192,8296356,ROUTE NOT FOUND,0.00,0.00,0.00,9/8/2004
1193,7919220,NO ERROR,-90.06,35.14,0.55,5/1/2004
1194,8546267,NO ERROR,-84.05,35.93,11.53,9/23/2004
1195,8279849,NO ERROR,-85.52,36.25,17.23,7/13/2004
1196,7924581,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2004
1197,8243732,ROUTE NOT FOUND,0.00,0.00,0.00,5/27/2004
1198,7799461,ROUTE NOT FOUND,0.00,0.00,0.00,3/7/2004
1199,8517234,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2004
1200,8178537,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2004
1201,8148441,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2004
1202,8480579,ROUTE NOT FOUND,0.00,0.00,0.00,9/3/2004
1203,8185642,NO ERROR,-84.94,35.15,5.09,12/10/2004
1204,8485306,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2004
1205,8556291,ROUTE NOT FOUND,0.00,0.00,0.00,1/23/2004
1206,8010696,NO ERROR,-89.93,35.05,4.82,11/11/2004
1207,7979839,ROUTE NOT FOUND,0.00,0.00,0.00,8/16/2004
1208,8161875,ROUTE NOT FOUND,0.00,0.00,0.00,10/29/2004
1209,8467324,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2004
1210,8328373,ROUTE NOT FOUND,0.00,0.00,0.00,11/5/2004
1211,8052492,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2004
1212,8567467,NO ERROR,-89.84,35.17,17.16,7/1/2004
1213,8257558,NO ERROR,-89.90,35.11,6.17,4/2/2004
1214,7798795,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2004
1215,7943336,NO ERROR,-85.33,35.94,18.27,12/28/2004
1216,7919150,NO ERROR,-89.91,35.21,0.55,12/15/2004
1217,8538246,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2004
1218,7921591,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2004
1219,8228773,NO ERROR,-87.35,36.53,6.18,6/27/2004
1220,8504077,NO ERROR,-88.80,35.54,6.98,6/2/2004
1221,8173954,NO ERROR,-85.28,35.03,6.21,3/8/2004
1222,8564201,ROUTE NOT FOUND,0.00,0.00,0.00,2/1/2004
1223,8039538,ROUTE NOT FOUND,0.00,0.00,0.00,10/12/2004
1224,8167758,NO ERROR,-86.24,35.82,26.07,3/21/2004
1225,8116167,NO ERROR,-83.91,35.94,5.41,8/30/2004
1226,8476093,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2004
1227,8391025,NO ERROR,-86.61,36.31,3.62,12/12/2004
1228,8099206,NO ERROR,-89.98,35.14,1.48,11/29/2004
1229,7923255,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2004
1230,8236087,ROUTE NOT FOUND,0.00,0.00,0.00,1/21/2004
1231,7797780,NO ERROR,-87.35,36.53,6.03,10/29/2004
1232,8514754,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2004
1233,8177657,ROUTE NOT FOUND,0.00,0.00,0.00,1/2/2004
1234,8169491,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2004
1235,8129256,NO ERROR,-90.05,35.14,0.23,6/15/2004
1236,8480034,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2004
1237,8397972,NO ERROR,-83.87,36.21,3.31,10/23/2004
1238,8101282,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2004
1239,8555480,NO ERROR,-90.06,35.07,6.58,8/14/2004
1240,8006547,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2004
1241,7975018,ROUTE NOT FOUND,0.00,0.00,0.00,6/11/2004
1242,8154321,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2004
1243,8466369,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2004
1244,8323253,ROUTE NOT FOUND,0.00,0.00,0.00,8/16/2004
1245,8044486,ROUTE NOT FOUND,0.00,0.00,0.00,7/15/2004
1246,8566961,NO ERROR,-90.03,35.15,1.82,3/4/2004
1247,7935664,ROUTE NOT FOUND,0.00,0.00,0.00,11/2/2004
1248,8255475,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2004
1249,7794896,NO ERROR,-87.39,36.39,5.06,4/22/2004
1250,7919593,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2004
1251,7919126,NO ERROR,-90.01,35.02,5.76,4/8/2004
1252,8535657,NO ERROR,-85.32,35.01,2.85,9/29/2004
1253,7920290,ROUTE NOT FOUND,0.00,0.00,0.00,2/25/2004
1254,8220204,NO ERROR,-86.76,36.08,0.93,7/9/2004
1255,8501263,NO ERROR,-86.11,35.19,12.52,7/21/2004
1256,8173079,ROUTE NOT FOUND,0.00,0.00,0.00,2/26/2004
1257,8563061,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2004
1258,8034533,ROUTE NOT FOUND,0.00,0.00,0.00,3/18/2004
1259,8166888,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2004
1260,8109353,NO ERROR,-86.86,36.15,8.13,12/1/2004
1261,8471938,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2004
1262,8371448,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2004
1263,8092885,ROUTE NOT FOUND,0.00,0.00,0.00,9/17/2004
1264,7961954,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2004
1265,8432565,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2004
1266,8304438,ROUTE NOT FOUND,0.00,0.00,0.00,5/28/2004
1267,8564837,NO ERROR,-90.02,35.10,7.35,2/16/2004
1268,7927138,NO ERROR,-85.04,36.02,19.00,9/4/2004
1269,8251670,NO ERROR,-90.02,35.06,4.37,10/14/2004
1270,8554052,ROUTE NOT FOUND,0.00,0.00,0.00,2/27/2004
1271,7997787,ROUTE NOT FOUND,0.00,0.00,0.00,7/22/2004
1272,7966270,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2004
1273,8455209,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2004
1274,8313266,ROUTE NOT FOUND,0.00,0.00,0.00,3/4/2004
1275,8565131,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2004
1276,7933152,NO ERROR,-86.89,36.47,5.71,4/2/2004
1277,8253340,ROUTE NOT FOUND,0.00,0.00,0.00,9/27/2004
1278,7789428,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2004
1279,8529823,NO ERROR,-86.87,36.21,6.38,5/30/2004
1280,8484582,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2004
1281,8219168,ROUTE NOT FOUND,0.00,0.00,0.00,1/15/2004
1282,8499697,ROUTE NOT FOUND,0.00,0.00,0.00,6/29/2004
1283,8170610,NO ERROR,-86.72,36.07,5.95,7/3/2004
1284,8561479,ROUTE NOT FOUND,0.00,0.00,0.00,3/3/2004
1285,8031867,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2004
1286,8164977,NO ERROR,-86.65,36.05,15.49,4/1/2004
1287,8106506,ROUTE NOT FOUND,0.00,0.00,0.00,1/31/2004
1288,8471319,ROUTE NOT FOUND,0.00,0.00,0.00,4/26/2004
1289,8348128,NO ERROR,-90.03,35.00,0.30,10/31/2004
1290,8078853,NO ERROR,-85.02,35.50,7.89,3/29/2004
1291,8264085,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2004
1292,7960453,NO ERROR,-90.02,35.07,5.40,2/28/2004
1293,8415786,NO ERROR,-84.98,35.96,16.35,5/5/2004
1294,8301657,NO ERROR,-82.37,36.34,18.70,8/3/2004
1295,7919006,NO ERROR,-90.02,35.06,4.41,6/25/2004
1296,8564274,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2004
1297,8547544,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2004
1298,8280370,NO ERROR,-85.05,35.98,15.33,10/7/2004
1299,7925618,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2004
1300,8249847,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2004
1301,7771761,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2004
1302,8179277,NO ERROR,-86.81,36.15,15.64,2/29/2004
1303,8150789,ROUTE NOT FOUND,0.00,0.00,0.00,2/19/2004
1304,8480934,NO ERROR,-86.80,36.15,8.09,9/2/2004
1305,8195289,ROUTE NOT FOUND,0.00,0.00,0.00,6/16/2004
1306,8489752,ROUTE NOT FOUND,0.00,0.00,0.00,9/5/2004
1307,7765744,NO ERROR,-84.31,35.77,9.93,6/18/2004
1308,8180840,NO ERROR,-86.77,36.18,12.61,3/13/2004
1309,7918870,NO ERROR,-90.06,35.02,2.98,11/8/2004
1310,8153764,NO ERROR,-86.79,36.17,0.05,2/26/2004
1311,8523777,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2004
1312,8482953,ROUTE NOT FOUND,0.00,0.00,0.00,12/6/2004
1313,8202671,ROUTE NOT FOUND,0.00,0.00,0.00,2/16/2004
1314,8496311,ROUTE NOT FOUND,0.00,0.00,0.00,9/16/2004
1315,8170331,NO ERROR,-86.77,36.21,15.33,5/30/2004
1316,8559160,NO ERROR,-82.56,36.55,9.86,5/17/2004
1317,8029520,NO ERROR,-90.04,35.17,14.30,10/29/2004
1318,8163788,NO ERROR,-86.80,36.14,7.57,4/9/2004
1319,8103920,ROUTE NOT FOUND,0.00,0.00,0.00,1/6/2004
1320,8470568,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2004
1321,8334665,NO ERROR,-86.80,36.14,7.55,9/28/2004
1322,8070322,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2004
1323,8263358,NO ERROR,-90.02,35.08,6.01,2/10/2004
1324,7955497,ROUTE NOT FOUND,0.00,0.00,0.00,11/23/2004
1325,8407398,NO ERROR,-87.04,35.59,11.68,11/16/2004
1326,8294043,ROUTE NOT FOUND,0.00,0.00,0.00,3/17/2004
1327,7918632,ROUTE NOT FOUND,0.00,0.00,0.00,5/18/2004
