OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
520,8508016,NO ERROR,-84.08,36.54,10.80,10/21/2003
521,8748949,NO ERROR,-85.23,35.08,7.39,11/1/2003
522,7418394,ROUTE NOT FOUND,0.00,0.00,0.00,7/10/2004
523,8448487,NO ERROR,-86.75,36.12,10.17,4/30/2003
524,8320344,NO ERROR,-86.73,36.08,7.02,5/21/2003
525,7544990,ROUTE NOT FOUND,0.00,0.00,0.00,6/12/2004
526,8385721,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2003
527,8715821,ROUTE NOT FOUND,0.00,0.00,0.00,10/20/2003
528,8614236,NO ERROR,-84.69,35.89,1.07,7/9/2003
529,8333595,NO ERROR,-86.77,36.20,14.58,5/4/2003
530,8803591,ROUTE NOT FOUND,0.00,0.00,0.00,6/15/2003
531,8291003,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2003
532,8678702,ROUTE NOT FOUND,0.00,0.00,0.00,7/4/2003
533,8534803,NO ERROR,-85.18,35.09,6.29,10/19/2003
534,8516432,NO ERROR,-86.81,36.15,15.75,10/21/2003
535,8523524,NO ERROR,-86.80,36.14,7.48,8/14/2003
536,8254316,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2003
537,8766338,ROUTE NOT FOUND,0.00,0.00,0.00,5/14/2003
538,8220489,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2003
539,8460698,NO ERROR,-83.96,36.00,0.23,6/20/2003
540,8211167,NO ERROR,-85.31,35.05,0.18,7/7/2003
541,8444436,NO ERROR,-85.08,36.54,10.43,7/24/2003
542,8505804,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2003
543,8720436,ROUTE NOT FOUND,0.00,0.00,0.00,2/17/2003
544,8734177,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2003
545,8861672,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2003
546,8316022,ROUTE NOT FOUND,0.00,0.00,0.00,3/4/2003
547,7517921,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2004
548,8368932,NO ERROR,-89.84,35.20,4.76,6/29/2003
549,8704185,NO ERROR,-85.25,35.02,12.47,11/22/2003
550,8610020,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2003
551,8326180,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2003
552,8799025,NO ERROR,-86.45,36.39,14.48,5/28/2003
553,8230306,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2003
554,8273987,ROUTE NOT FOUND,0.00,0.00,0.00,7/2/2003
555,8672816,NO ERROR,-83.94,35.96,11.19,12/26/2003
556,8524293,NO ERROR,-86.79,36.16,11.83,9/4/2003
557,8210661,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2003
558,8511638,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2003
559,8517912,NO ERROR,-86.72,36.25,17.86,10/9/2003
560,8612082,ROUTE NOT FOUND,0.00,0.00,0.00,1/28/2003
561,8328398,NO ERROR,-87.36,36.53,5.47,10/30/2003
562,8801383,NO ERROR,-90.03,35.10,3.40,8/10/2003
563,8288525,NO ERROR,-82.19,36.59,16.62,11/26/2003
564,8674205,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
565,8531156,NO ERROR,-86.62,36.20,23.26,12/10/2003
566,8210245,NO ERROR,-83.57,35.86,28.41,6/30/2003
567,8513378,NO ERROR,-89.93,35.05,4.82,5/21/2003
568,8522491,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2003
569,8252808,ROUTE NOT FOUND,0.00,0.00,0.00,10/24/2003
570,8764955,ROUTE NOT FOUND,0.00,0.00,0.00,1/14/2003
571,8219506,ROUTE NOT FOUND,0.00,0.00,0.00,7/2/2003
572,7504984,NO ERROR,-89.95,35.13,3.28,10/29/2004
573,8454791,NO ERROR,-86.22,36.13,9.91,5/9/2003
574,8439422,NO ERROR,-87.37,36.45,15.42,9/28/2003
575,8719443,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2003
576,8724703,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2003
577,8857528,ROUTE NOT FOUND,0.00,0.00,0.00,2/10/2003
578,8313451,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2003
579,8297910,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2003
580,7510509,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2004
581,8700787,ROUTE NOT FOUND,0.00,0.00,0.00,7/20/2003
582,8606769,NO ERROR,-83.52,35.65,10.60,8/29/2003
583,8325834,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2003
584,8792752,ROUTE NOT FOUND,0.00,0.00,0.00,11/22/2003
585,8225627,NO ERROR,-82.59,36.59,0.88,4/15/2003
586,8267301,NO ERROR,-89.91,35.12,5.96,12/19/2003
587,8208809,ROUTE NOT FOUND,0.00,0.00,0.00,7/4/2003
588,8510160,NO ERROR,-90.05,35.14,11.82,11/18/2003
589,8249858,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2003
590,8753921,NO ERROR,-90.06,35.06,6.31,6/14/2003
591,7444283,NO ERROR,-84.12,36.38,6.70,2/2/2004
592,8450101,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2003
593,8324044,ROUTE NOT FOUND,0.00,0.00,0.00,12/21/2003
594,7576854,NO ERROR,-88.99,36.12,9.85,3/28/2004
595,8408214,NO ERROR,-86.20,35.36,3.03,10/27/2003
596,8716689,ROUTE NOT FOUND,0.00,0.00,0.00,9/28/2003
597,8620780,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2003
598,8344655,NO ERROR,-89.83,35.21,16.78,5/28/2003
599,8251518,NO ERROR,-89.91,35.22,22.30,12/12/2003
600,8758500,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2003
601,8217784,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2003
602,7482153,NO ERROR,-88.99,36.13,10.27,9/30/2004
603,8451949,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2003
604,8417992,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2003
605,8717513,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2003
606,8670885,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2003
607,8360151,ROUTE NOT FOUND,0.00,0.00,0.00,12/13/2003
608,8312706,NO ERROR,-90.06,35.07,6.58,6/5/2003
609,8295258,ROUTE NOT FOUND,0.00,0.00,0.00,4/30/2003
610,7508341,NO ERROR,-89.97,35.16,16.03,3/1/2004
611,8700054,NO ERROR,-83.51,35.71,15.64,7/28/2003
612,8588931,ROUTE NOT FOUND,0.00,0.00,0.00,10/26/2003
613,8324523,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2003
614,8266177,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2003
615,8782434,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2003
616,8223860,NO ERROR,-86.75,36.14,19.74,7/12/2003
617,8213664,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2003
618,8205959,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2003
619,8509347,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2003
620,8236780,ROUTE NOT FOUND,0.00,0.00,0.00,8/25/2003
621,8751206,ROUTE NOT FOUND,0.00,0.00,0.00,2/8/2003
622,7425975,NO ERROR,-82.04,36.45,14.91,5/4/2004
623,8448883,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2003
624,8323007,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2003
625,7553618,NO ERROR,-83.52,35.71,15.14,7/22/2004
626,8394699,ROUTE NOT FOUND,0.00,0.00,0.00,9/1/2003
627,8716156,NO ERROR,-90.02,35.07,5.52,4/19/2003
628,8617166,NO ERROR,-88.33,36.30,12.91,11/8/2003
629,8338610,NO ERROR,-86.81,36.15,15.77,12/2/2003
630,8292686,NO ERROR,-89.88,35.15,19.17,8/21/2003
631,8679467,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2003
632,8537633,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2003
633,8255072,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
634,8768096,ROUTE NOT FOUND,0.00,0.00,0.00,1/15/2003
635,8310638,NO ERROR,-90.01,35.14,0.52,7/8/2003
636,8293854,NO ERROR,-89.89,35.21,1.64,10/15/2003
637,8684365,ROUTE NOT FOUND,0.00,0.00,0.00,10/7/2003
638,8539270,ROUTE NOT FOUND,0.00,0.00,0.00,12/5/2003
639,8257065,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2003
640,8780407,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2003
641,8222165,NO ERROR,-86.84,36.15,9.02,7/19/2003
642,8507036,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2003
643,8722605,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2003
644,8746686,NO ERROR,-86.47,35.48,9.45,5/7/2003
645,7407787,NO ERROR,-83.57,35.87,28.67,10/8/2004
646,8448375,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2003
647,8319114,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
648,7531243,ROUTE NOT FOUND,0.00,0.00,0.00,9/30/2004
649,8384755,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2003
650,8714978,NO ERROR,-90.04,35.16,3.47,6/26/2003
651,8612979,NO ERROR,-84.13,36.59,18.17,8/14/2003
652,8333029,ROUTE NOT FOUND,0.00,0.00,0.00,12/9/2003
653,8801856,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2003
654,8290763,NO ERROR,-90.05,35.14,0.44,8/23/2003
655,8678506,NO ERROR,-83.93,35.96,18.45,11/21/2003
656,8533918,NO ERROR,-85.18,35.02,1.36,12/26/2003
657,8205678,NO ERROR,-86.75,36.21,12.79,6/10/2003
658,8516358,ROUTE NOT FOUND,0.00,0.00,0.00,10/20/2003
659,8523125,NO ERROR,-86.72,36.13,21.47,11/10/2003
660,8254084,ROUTE NOT FOUND,0.00,0.00,0.00,9/15/2003
661,8766319,NO ERROR,-88.80,35.61,0.08,6/30/2003
662,8219674,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2003
663,8458246,ROUTE NOT FOUND,0.00,0.00,0.00,10/21/2003
664,8443672,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2003
665,8719843,ROUTE NOT FOUND,0.00,0.00,0.00,2/19/2003
666,8728587,NO ERROR,-86.39,35.86,14.43,6/11/2003
667,8861412,NO ERROR,-82.51,36.55,5.94,2/24/2003
668,8220611,NO ERROR,-86.79,36.16,17.22,10/17/2003
669,8465285,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2003
670,8205601,NO ERROR,-86.77,36.21,14.90,4/29/2003
671,8445476,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2003
672,8506540,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2003
673,8721489,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2003
674,8738337,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2003
675,7288223,NO ERROR,-82.15,36.29,8.72,10/18/2004
676,8447693,ROUTE NOT FOUND,0.00,0.00,0.00,10/23/2003
677,8316930,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2003
678,7521008,NO ERROR,-90.03,35.02,1.52,4/18/2004
679,8376816,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2003
680,8709207,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
681,8611225,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2003
682,8328039,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2003
683,8799929,NO ERROR,-90.02,35.14,0.16,1/8/2003
684,8288361,ROUTE NOT FOUND,0.00,0.00,0.00,12/8/2003
685,8673593,ROUTE NOT FOUND,0.00,0.00,0.00,7/18/2003
686,8530451,NO ERROR,-86.68,36.17,18.69,11/21/2003
687,8203582,NO ERROR,-86.85,36.15,8.81,3/14/2003
688,8512407,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2003
689,8518379,NO ERROR,-86.72,36.24,16.72,11/30/2003
690,8251847,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2003
691,8762627,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2003
692,8219163,ROUTE NOT FOUND,0.00,0.00,0.00,12/4/2003
693,7503309,ROUTE NOT FOUND,0.00,0.00,0.00,9/2/2004
694,8454653,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2003
695,8430069,ROUTE NOT FOUND,0.00,0.00,0.00,10/17/2003
696,8719101,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
697,8723115,ROUTE NOT FOUND,0.00,0.00,0.00,3/8/2003
698,8671718,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2003
699,8850878,ROUTE NOT FOUND,0.00,0.00,0.00,8/26/2003
700,8313378,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
701,8296120,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2003
702,7510309,NO ERROR,-90.08,35.03,3.36,2/8/2004
703,8700564,NO ERROR,-83.51,35.73,16.68,6/6/2003
704,8605429,NO ERROR,-83.96,35.76,3.15,6/18/2003
705,8325292,NO ERROR,-86.76,36.15,18.99,10/13/2003
706,8790435,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2003
707,8224833,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2003
708,8314201,ROUTE NOT FOUND,0.00,0.00,0.00,4/24/2003
709,8298581,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2003
710,7514649,NO ERROR,-90.02,35.07,5.52,1/23/2004
711,8702900,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2003
712,8608267,NO ERROR,-85.28,35.03,2.68,3/17/2003
713,8325922,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2003
714,8794830,ROUTE NOT FOUND,0.00,0.00,0.00,10/15/2003
715,8229107,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2003
716,8270331,NO ERROR,-86.52,36.17,2.88,7/9/2003
717,8523741,NO ERROR,-86.76,36.23,16.36,8/27/2003
718,8511542,NO ERROR,-90.07,35.02,2.31,4/1/2003
719,8516855,ROUTE NOT FOUND,0.00,0.00,0.00,10/22/2003
720,8250909,NO ERROR,-89.74,35.20,10.41,10/8/2003
721,8754940,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2003
722,7457106,ROUTE NOT FOUND,0.00,0.00,0.00,4/26/2004
723,8450935,NO ERROR,-83.28,36.24,6.03,9/9/2003
724,7595442,ROUTE NOT FOUND,0.00,0.00,0.00,1/28/2004
725,8409828,NO ERROR,-88.84,36.34,2.32,11/15/2003
726,8717272,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2003
727,8668190,ROUTE NOT FOUND,0.00,0.00,0.00,11/23/2003
728,8354604,ROUTE NOT FOUND,0.00,0.00,0.00,12/4/2003
729,8311873,ROUTE NOT FOUND,0.00,0.00,0.00,4/10/2003
730,8294626,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2003
731,8696759,NO ERROR,-85.06,36.17,3.26,10/5/2003
732,8540613,NO ERROR,-85.74,35.70,14.20,12/11/2003
733,8324322,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2003
734,8259937,NO ERROR,-86.78,35.90,16.21,12/13/2003
735,8780710,NO ERROR,-90.02,35.13,12.46,9/3/2003
736,8222925,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2003
737,8508904,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2003
738,8749205,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2003
739,7420775,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2004
740,8448766,ROUTE NOT FOUND,0.00,0.00,0.00,2/16/2003
741,8320807,ROUTE NOT FOUND,0.00,0.00,0.00,10/21/2003
742,8203512,ROUTE NOT FOUND,0.00,0.00,0.00,4/15/2003
743,8509653,NO ERROR,-90.00,35.12,11.24,5/24/2003
744,8241701,NO ERROR,-86.38,35.83,20.05,11/2/2003
745,8753416,ROUTE NOT FOUND,0.00,0.00,0.00,3/12/2003
746,7438803,NO ERROR,-88.69,35.61,6.50,12/14/2004
747,8448906,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2003
748,8323805,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2003
749,7571312,NO ERROR,-88.82,36.05,19.73,2/21/2004
750,8401728,NO ERROR,-87.04,35.62,16.79,10/27/2003
751,8716538,NO ERROR,-89.97,35.10,8.73,5/10/2003
752,8619395,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2003
753,8344506,NO ERROR,-89.84,35.20,4.73,7/9/2003
754,8299602,NO ERROR,-82.37,36.32,17.12,9/16/2003
755,8293351,ROUTE NOT FOUND,0.00,0.00,0.00,11/17/2003
756,8681385,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2003
757,8538865,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2003
758,8256282,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
759,8778572,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2003
760,8221240,ROUTE NOT FOUND,0.00,0.00,0.00,7/15/2003
761,8505014,ROUTE NOT FOUND,0.00,0.00,0.00,3/9/2003
762,8506882,NO ERROR,-89.96,35.15,8.01,5/23/2003
763,8722083,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2003
764,8743853,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2003
765,7316015,NO ERROR,-85.08,36.15,1.64,10/30/2004
766,8448363,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2003
767,8318754,ROUTE NOT FOUND,0.00,0.00,0.00,2/15/2003
768,7528384,NO ERROR,-90.03,35.05,3.82,5/13/2004
769,8383902,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2003
770,8709576,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2003
771,8612340,ROUTE NOT FOUND,0.00,0.00,0.00,2/3/2003
772,8328620,ROUTE NOT FOUND,0.00,0.00,0.00,9/3/2003
773,8801384,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2003
774,8289289,NO ERROR,-84.88,35.17,9.66,12/5/2003
775,8674226,NO ERROR,-86.39,35.84,17.15,4/2/2003
776,7549528,ROUTE NOT FOUND,0.00,0.00,0.00,10/27/2004
777,8394407,NO ERROR,-84.15,35.64,3.02,12/12/2003
778,8715842,NO ERROR,-89.92,35.15,10.39,7/23/2003
779,8615756,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2003
780,8336877,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2003
781,8291047,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2003
782,8679097,NO ERROR,-83.90,35.98,21.52,7/18/2003
783,8535077,ROUTE NOT FOUND,0.00,0.00,0.00,8/25/2003
784,8516602,NO ERROR,-86.79,36.16,17.22,10/17/2003
785,8254724,ROUTE NOT FOUND,0.00,0.00,0.00,10/28/2003
786,8766742,ROUTE NOT FOUND,0.00,0.00,0.00,11/24/2003
787,8220576,NO ERROR,-86.77,36.19,14.00,9/30/2003
788,8460759,NO ERROR,-83.93,35.96,18.20,9/27/2003
789,8444509,NO ERROR,-85.52,35.95,8.00,11/24/2003
790,8505805,ROUTE NOT FOUND,0.00,0.00,0.00,5/25/2003
791,8720911,ROUTE NOT FOUND,0.00,0.00,0.00,6/26/2003
792,8734617,ROUTE NOT FOUND,0.00,0.00,0.00,7/18/2003
793,8861735,ROUTE NOT FOUND,0.00,0.00,0.00,3/6/2003
794,8316778,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2003
795,7518210,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2004
796,8369346,ROUTE NOT FOUND,0.00,0.00,0.00,6/14/2003
797,8704697,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2003
798,8610467,ROUTE NOT FOUND,0.00,0.00,0.00,2/5/2003
799,8326181,ROUTE NOT FOUND,0.00,0.00,0.00,8/12/2003
800,8799782,ROUTE NOT FOUND,0.00,0.00,0.00,2/14/2003
801,8217357,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2003
802,8230308,NO ERROR,-86.63,36.31,0.50,4/12/2003
803,8287979,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2003
804,8673560,NO ERROR,-88.33,36.30,10.86,7/8/2003
805,8524801,NO ERROR,-86.72,36.13,21.28,10/10/2003
806,8202506,NO ERROR,-86.72,36.40,5.21,11/18/2003
807,8511642,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2003
808,8517936,NO ERROR,-86.70,36.12,22.82,11/2/2003
809,8251730,ROUTE NOT FOUND,0.00,0.00,0.00,9/5/2003
810,8760781,ROUTE NOT FOUND,0.00,0.00,0.00,7/9/2003
811,8218540,NO ERROR,-85.14,36.05,6.79,8/31/2003
812,7492724,ROUTE NOT FOUND,0.00,0.00,0.00,1/4/2004
813,8452650,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2003
814,8429989,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2003
815,8532982,ROUTE NOT FOUND,0.00,0.00,0.00,8/12/2003
816,8202330,ROUTE NOT FOUND,0.00,0.00,0.00,5/30/2003
817,8513692,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2003
818,8522844,NO ERROR,-86.73,36.13,7.34,11/16/2003
819,8253382,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2003
820,8764968,NO ERROR,-88.81,35.58,10.14,5/26/2003
821,8219525,NO ERROR,-86.74,36.10,8.33,12/31/2003
822,7507898,NO ERROR,-90.01,35.12,11.58,4/1/2004
823,8457085,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2003
824,8440120,NO ERROR,-87.05,36.35,11.78,5/10/2003
825,8719602,ROUTE NOT FOUND,0.00,0.00,0.00,2/7/2003
826,8727928,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2003
827,8859886,NO ERROR,-82.61,36.56,0.55,4/2/2003
828,8313876,NO ERROR,-89.99,35.11,10.16,2/26/2003
829,8298386,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2003
830,7510845,ROUTE NOT FOUND,0.00,0.00,0.00,3/7/2004
831,8702065,NO ERROR,-85.31,35.05,9.32,6/7/2003
832,8608073,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2003
833,8325897,NO ERROR,-86.79,36.16,17.29,4/29/2003
834,8792769,NO ERROR,-88.40,36.07,19.13,12/1/2003
835,8226017,ROUTE NOT FOUND,0.00,0.00,0.00,11/5/2003
836,8267468,ROUTE NOT FOUND,0.00,0.00,0.00,12/1/2003
837,8510374,NO ERROR,-89.86,35.10,8.83,7/29/2003
838,8250891,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2003
839,8754139,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2003
840,7444601,NO ERROR,-84.44,35.63,5.65,5/22/2004
841,8450536,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2003
842,7579294,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2004
843,8408886,ROUTE NOT FOUND,0.00,0.00,0.00,12/10/2003
844,8717090,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2003
845,8665310,ROUTE NOT FOUND,0.00,0.00,0.00,8/24/2003
846,8349735,ROUTE NOT FOUND,0.00,0.00,0.00,2/17/2003
847,8310735,ROUTE NOT FOUND,0.00,0.00,0.00,9/12/2003
848,8294079,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2003
849,8684565,NO ERROR,-84.09,35.91,8.78,12/14/2003
850,8539896,NO ERROR,-85.13,35.06,7.52,10/26/2003
851,8717608,NO ERROR,-89.95,35.16,17.32,1/2/2003
852,8671376,NO ERROR,-86.41,35.87,15.04,6/10/2003
853,8363967,ROUTE NOT FOUND,0.00,0.00,0.00,2/16/2003
854,8312827,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2003
855,8295265,ROUTE NOT FOUND,0.00,0.00,0.00,7/7/2003
856,7509863,ROUTE NOT FOUND,0.00,0.00,0.00,8/26/2004
857,8700286,NO ERROR,-83.52,35.71,15.36,11/1/2003
